 PF10417	PF10417
 PF16874	PF16874
 PF16874	PF16875
 PF16874	PF02065
 PF16875	PF16875
 PF16875	PF02065
 PF18438	PF17677
 PF18438	PF07748
 PF18438	PF01074
 PF07748	PF17677
 PF07748	PF07748
 PF07748	PF01074
 PF01074	PF01074
 PF01229	PF01229
 PF01915	PF01915
 PF02056	PF11975
 PF02449	PF02449
 PF02449	PF08533
 PF02449	PF08532
 PF08533	PF08532
 PF08532	PF08532
 PF04616	PF20578
 PF04616	PF04616
 PF04616	PF13385
 PF04616	PF14200
 PF02015	PF02015
 PF01374	PF01374
 PF01532	PF01532
 PF02011	PF02011
 PF03718	PF03718
 PF03718	PF17433
 PF03718	PF18783
 PF17433	PF18783
 PF11975	PF11975
 PF03512	PF03512
 PF07745	PF07745
 PF01630	PF07686
 PF03065	PF03065
 PF02057	PF17387
 PF02057	PF05184
 PF02057	PF03489
 PF17387	PF05184
 PF18564	PF18564
 PF01341	PF01341
 PF01341	PF07686
 PF03664	PF03664
 PF03200	PF03200
 PF03200	PF16923
 PF16923	PF16923
 PF16483	PF16483
 PF03633	PF03632
 PF03633	PF03636
 PF03632	PF03632
 PF03636	PF03632
 PF03636	PF03636
 PF13199	PF13199
 PF07477	PF07488
 PF07477	PF03648
 PF07488	PF07488
 PF07488	PF03648
 PF02435	PF02435
 PF00840	PF00840
 PF02324	PF02324
 PF03198	PF03198
 PF03198	PF07983
 PF03663	PF03663
 PF02446	PF02446
 PF01270	PF01270
 PF13647	PF13647
 PF03639	PF03639
 PF03644	PF03644
 PF07470	PF07470
 PF00759	PF00759
 PF07971	PF07971
 PF07971	PF17678
 PF17678	PF17678
 PF10566	PF10566
 PF08307	PF08306
 PF16317	PF16317
 PF11790	PF11790
 PF14587	PF17189
 PF14587	PF14587
 PF17451	PF12905
 PF14498	PF14498
 PF18088	PF00728
 PF18088	PF18088
 PF00852	PF00852
 PF01793	PF01793
 PF15024	PF15024
 PF00982	PF00982
 PF18404	PF18403
 PF18404	PF06427
 PF03033	PF03033
 PF03033	PF00201
 PF00777	PF00777
 PF05637	PF05637
 PF06165	PF06165
 PF13439	PF00534
 PF13439	PF13439
 PF13844	PF13844
 PF13844	PF13414
 PF13844	PF13424
 PF13844	PF13432
 PF13844	PF14559
 PF13844	PF13181
 PF03360	PF03360
 PF08323	PF00534
 PF08323	PF08323
 PF03414	PF03414
 PF09258	PF09258
 PF02709	PF02709
 PF02709	PF13733
 PF02709	PF00062
 PF13733	PF13733
 PF13733	PF00062
 PF01501	PF01501
 PF01075	PF01075
 PF05686	PF05686
 PF13692	PF13439
 PF13692	PF08323
 PF13692	PF13692
 PF13579	PF00534
 PF13579	PF13579
 PF04101	PF03033
 PF04101	PF04101
 PF04101	PF06925
 PF03808	PF03808
 PF18230	PF01074
 PF12524	PF05259
 PF00903	PF00903
 PF00903	PF13669
 PF00903	PF14696
 PF00903	PF18029
 PF00903	PF18711
 PF12681	PF12681
 PF13669	PF13669
 PF14696	PF14696
 PF18029	PF18029
 PF19581	PF19581
 PF04464	PF04464
 PF01153	PF01153
 PF01153	PF07686
 PF02595	PF02595
 PF01228	PF02901
 PF04488	PF04488
 PF03458	PF03458
 PF03458	PF07686
 PF19046	PF04495
 PF05199	PF05199
 PF05199	PF00732
 PF00732	PF00732
 PF05351	PF05351
 PF05351	PF00415
 PF00958	PF00958
 PF00958	PF02540
 PF01109	PF01109
 PF01109	PF18611
 PF01109	PF09240
 PF01109	PF07686
 PF13718	PF13718
 PF13718	PF05127
 PF13718	PF08351
 PF13718	PF13725
 PF13718	PF17176
 PF18164	PF18082
 PF18407	PF13242
 PF08178	PF08178
 PF00392	PF00392
 PF00392	PF02080
 PF00392	PF07702
 PF13807	PF13807
 PF13807	PF02706
 PF09118	PF01344
 PF09118	PF07646
 PF13897	PF13897
 PF13897	PF08727
 PF02188	PF02188
 PF02188	PF13424
 PF02188	PF13181
 PF08738	PF09341
 PF08677	PF08677
 PF00516	PF00516
 PF00516	PF00517
 PF00516	PF00047
 PF00516	PF07686
 PF20036	PF20036
 PF07068	PF07068
 PF07068	PF16855
 PF08804	PF08804
 PF09646	PF09646
 PF12604	PF12604
 PF16677	PF16677
 PF00517	PF00517
 PF00517	PF07686
 PF05973	PF01381
 PF06715	PF06715
 PF06714	PF09097
 PF06714	PF09096
 PF06714	PF00959
 PF02925	PF02925
 PF06560	PF06560
 PF05719	PF05719
 PF05719	PF02383
 PF01184	PF01184
 PF04965	PF04965
 PF04965	PF00072
 PF04965	PF05947
 PF04965	PF06996
 PF02800	PF02800
 PF02800	PF00044
 PF00044	PF00044
 PF11668	PF07686
 PF02893	PF06602
 PF16569	PF16569
 PF16569	PF16555
 PF16569	PF16570
 PF16569	PF17802
 PF16569	PF18002
 PF16555	PF16555
 PF16555	PF17802
 PF16570	PF16570
 PF03514	PF03514
 PF03514	PF00096
 PF04495	PF04495
 PF01272	PF01272
 PF01272	PF03449
 PF01272	PF05000
 PF01272	PF04998
 PF01272	PF04563
 PF01272	PF14760
 PF03449	PF03449
 PF03449	PF04997
 PF03449	PF00623
 PF03449	PF04983
 PF03449	PF05000
 PF03449	PF04998
 PF03449	PF04563
 PF03449	PF00562
 PF06212	PF15879
 PF06212	PF00146
 PF06212	PF14987
 PF06212	PF10200
 PF06212	PF00499
 PF01465	PF01465
 PF16984	PF16984
 PF16984	PF01547
 PF01025	PF01025
 PF01025	PF00012
 PF07995	PF07995
 PF07995	PF01085
 PF07803	PF07803
 PF02955	PF02951
 PF00255	PF00255
 PF03917	PF03917
 PF12437	PF12437
 PF05350	PF00069
 PF20164	PF18938
 PF20164	PF20164
 PF12019	PF12019
 PF12693	PF12693
 PF03738	PF03738
 PF00043	PF00043
 PF00043	PF13410
 PF00043	PF02798
 PF00043	PF13409
 PF00043	PF13417
 PF00043	PF18485
 PF00043	PF18569
 PF13410	PF13410
 PF13410	PF02798
 PF13410	PF13409
 PF13410	PF13417
 PF13410	PF18485
 PF13410	PF18569
 PF14497	PF14497
 PF14497	PF02798
 PF14497	PF13409
 PF14497	PF13417
 PF14834	PF14834
 PF14834	PF02798
 PF14834	PF13417
 PF16865	PF16865
 PF16865	PF13417
 PF17171	PF17172
 PF17171	PF18569
 PF17171	PF10568
 PF02798	PF02798
 PF02798	PF04997
 PF13409	PF13409
 PF13417	PF04399
 PF13417	PF13417
 PF13417	PF04997
 PF13417	PF04546
 PF13417	PF04545
 PF17172	PF01103
 PF17172	PF10568
 PF08759	PF08759
 PF16360	PF16360
 PF16360	PF13167
 PF16360	PF01926
 PF13167	PF01926
 PF01018	PF01018
 PF01018	PF01926
 PF01018	PF00849
 PF09027	PF00071
 PF12471	PF12471
 PF12471	PF00925
 PF00925	PF00925
 PF01227	PF01227
 PF00009	PF01873
 PF00009	PF09173
 PF00009	PF03463
 PF00009	PF03464
 PF00009	PF00009
 PF00009	PF03144
 PF00009	PF03143
 PF00009	PF11987
 PF00009	PF06421
 PF00009	PF01423
 PF00009	PF01926
 PF00009	PF15538
 PF00009	PF01507
 PF00009	PF08083
 PF00009	PF16658
 PF00009	PF00347
 PF00009	PF17777
 PF00009	PF03431
 PF03144	PF01873
 PF03144	PF09173
 PF03144	PF03463
 PF03144	PF03464
 PF03144	PF03144
 PF03144	PF03143
 PF03144	PF11987
 PF03144	PF16658
 PF03144	PF00164
 PF03144	PF03431
 PF03143	PF03464
 PF03143	PF03465
 PF03143	PF03143
 PF03143	PF02190
 PF03143	PF03431
 PF03143	PF03226
 PF04670	PF04670
 PF04670	PF15454
 PF04670	PF16818
 PF00211	PF00211
 PF00211	PF07701
 PF00625	PF00625
 PF00625	PF12423
 PF00625	PF00595
 PF00625	PF00018
 PF00625	PF07653
 PF00625	PF12052
 PF05419	PF05419
 PF05419	PF16416
 PF06386	PF06386
 PF13457	PF13457
 PF14607	PF14606
 PF01493	PF01645
 PF01493	PF04898
 PF14323	PF16216
 PF02213	PF02213
 PF06445	PF06445
 PF06445	PF12833
 PF06445	PF13411
 PF01019	PF01019
 PF15991	PF15784
 PF02895	PF02895
 PF02895	PF02518
 PF06831	PF06831
 PF06831	PF09292
 PF06831	PF06827
 PF18239	PF18239
 PF04408	PF00271
 PF04408	PF07717
 PF04774	PF01248
 PF04774	PF04758
 PF04774	PF00189
 PF04774	PF00333
 PF04774	PF03501
 PF12710	PF12710
 PF13419	PF13419
 PF09065	PF00089
 PF14830	PF14830
 PF14830	PF00264
 PF14518	PF14518
 PF14518	PF14515
 PF16123	PF16123
 PF16123	PF00753
 PF07527	PF07527
 PF01725	PF01725
 PF04388	PF04388
 PF00672	PF00672
 PF00672	PF02518
 PF00672	PF00512
 PF09110	PF09110
 PF01567	PF01567
 PF01567	PF01561
 PF01567	PF07686
 PF01561	PF01561
 PF01561	PF07686
 PF00846	PF00846
 PF00846	PF01547
 PF10699	PF10699
 PF11639	PF11639
 PF15196	PF11099
 PF05066	PF05066
 PF05066	PF04998
 PF07443	PF07443
 PF09378	PF09378
 PF09378	PF05872
 PF06438	PF06438
 PF06438	PF00593
 PF02184	PF11831
 PF02184	PF02731
 PF02184	PF08231
 PF02518	PF02518
 PF02518	PF00512
 PF02518	PF06580
 PF02518	PF00183
 PF02518	PF05833
 PF02518	PF00072
 PF02518	PF09239
 PF13581	PF13581
 PF13581	PF07568
 PF13581	PF04539
 PF13581	PF07228
 PF13581	PF01740
 PF13589	PF13589
 PF13589	PF00183
 PF13589	PF17942
 PF13589	PF05188
 PF13589	PF05192
 PF13589	PF00488
 PF13589	PF05833
 PF13589	PF09239
 PF13589	PF07496
 PF08214	PF08214
 PF08214	PF00125
 PF08214	PF00956
 PF12944	PF00073
 PF06777	PF13307
 PF06777	PF06391
 PF16591	PF16591
 PF03928	PF03928
 PF06594	PF00353
 PF11576	PF11576
 PF06690	PF06690
 PF06787	PF06787
 PF00955	PF00955
 PF00955	PF07686
 PF01543	PF07686
 PF01539	PF01539
 PF01560	PF01560
 PF01560	PF07686
 PF01538	PF01538
 PF08300	PF08300
 PF08300	PF08301
 PF08301	PF08301
 PF01966	PF01966
 PF01966	PF13286
 PF01966	PF19276
 PF01966	PF01743
 PF01966	PF12627
 PF01966	PF07647
 PF11496	PF11496
 PF11496	PF00850
 PF12203	PF12203
 PF02329	PF02329
 PF06411	PF06411
 PF14701	PF14702
 PF14701	PF14699
 PF08668	PF08668
 PF02924	PF02924
 PF02924	PF03864
 PF01517	PF01517
 PF13023	PF13023
 PF13328	PF13328
 PF13328	PF04607
 PF13286	PF13286
 PF19276	PF19276
 PF12236	PF12236
 PF09008	PF09008
 PF09008	PF11650
 PF09008	PF09251
 PF02985	PF02985
 PF02985	PF13646
 PF02985	PF18829
 PF02985	PF00149
 PF02985	PF00960
 PF02985	PF00069
 PF02985	PF08341
 PF13646	PF13646
 PF13646	PF03130
 PF13646	PF18808
 PF13646	PF16661
 PF13646	PF00149
 PF13646	PF13012
 PF13646	PF00960
 PF13646	PF02380
 PF13646	PF00069
 PF13646	PF08331
 PF13646	PF18004
 PF13646	PF08375
 PF13646	PF08232
 PF13646	PF08341
 PF13646	PF00091
 PF13513	PF13513
 PF13513	PF11627
 PF13513	PF11532
 PF13513	PF01749
 PF13513	PF18808
 PF13513	PF01279
 PF13513	PF11538
 PF03130	PF03130
 PF03130	PF00091
 PF03130	PF03953
 PF00632	PF00632
 PF00632	PF00240
 PF00632	PF00179
 PF00632	PF00397
 PF12661	PF10250
 PF12661	PF02019
 PF00271	PF00035
 PF00271	PF00271
 PF00271	PF20470
 PF00271	PF02847
 PF00271	PF02792
 PF00271	PF02854
 PF00271	PF13156
 PF00271	PF08469
 PF00271	PF07717
 PF00271	PF12872
 PF00271	PF13091
 PF00271	PF08084
 PF00271	PF12137
 PF00271	PF16124
 PF00271	PF04851
 PF00271	PF00687
 PF00271	PF18119
 PF00271	PF11648
 PF00271	PF01193
 PF00271	PF04563
 PF00271	PF00562
 PF00271	PF09382
 PF00271	PF03737
 PF00271	PF13234
 PF00271	PF02889
 PF00271	PF07517
 PF00271	PF07516
 PF00271	PF00344
 PF00271	PF00176
 PF00271	PF00622
 PF00271	PF12513
 PF00271	PF11732
 PF00271	PF16134
 PF00271	PF06068
 PF00271	PF12344
 PF00271	PF07686
 PF00271	PF13008
 PF13307	PF04056
 PF13307	PF05181
 PF13625	PF06391
 PF13625	PF04851
 PF13625	PF03849
 PF18149	PF02889
 PF05127	PF05127
 PF05127	PF08351
 PF18761	PF18761
 PF14214	PF05970
 PF14479	PF14479
 PF03451	PF00400
 PF02602	PF02602
 PF00509	PF00509
 PF00509	PF00249
 PF00509	PF07686
 PF03996	PF03996
 PF03996	PF08720
 PF08720	PF08720
 PF01814	PF01814
 PF01814	PF04405
 PF01126	PF01126
 PF03723	PF03723
 PF03723	PF00372
 PF03723	PF03722
 PF00372	PF00372
 PF00372	PF03722
 PF00353	PF00353
 PF00353	PF19198
 PF00353	PF07686
 PF12563	PF07968
 PF00045	PF00045
 PF00045	PF00413
 PF00045	PF01471
 PF00045	PF00965
 PF10636	PF10636
 PF05171	PF05171
 PF12623	PF12623
 PF12623	PF16536
 PF12623	PF16542
 PF18441	PF17842
 PF07940	PF07940
 PF07940	PF16889
 PF00906	PF00906
 PF00906	PF07686
 PF06446	PF00061
 PF06446	PF07686
 PF18675	PF07940
 PF18675	PF18675
 PF05168	PF05168
 PF07307	PF00348
 PF09272	PF09272
 PF09272	PF00089
 PF01934	PF01934
 PF01934	PF18765
 PF05872	PF05872
 PF09241	PF00069
 PF04793	PF04793
 PF05812	PF05812
 PF06112	PF06112
 PF04929	PF04929
 PF01673	PF01673
 PF02480	PF02480
 PF17488	PF02489
 PF17488	PF07686
 PF01537	PF01537
 PF01537	PF07686
 PF02489	PF02489
 PF02489	PF11108
 PF02489	PF07686
 PF03584	PF03584
 PF07340	PF07340
 PF03361	PF03361
 PF03122	PF06112
 PF03122	PF03122
 PF03122	PF04559
 PF03122	PF01499
 PF03122	PF06070
 PF03122	PF04496
 PF03122	PF01802
 PF03122	PF03327
 PF04797	PF04797
 PF03325	PF03325
 PF04637	PF04637
 PF04843	PF04843
 PF04843	PF00240
 PF00693	PF00693
 PF04541	PF02718
 PF04533	PF04533
 PF04533	PF01677
 PF05259	PF07686
 PF04559	PF04559
 PF04559	PF01499
 PF04559	PF01802
 PF04559	PF03327
 PF01499	PF01499
 PF01499	PF01802
 PF01499	PF03327
 PF02718	PF02718
 PF06070	PF06070
 PF06070	PF01802
 PF06070	PF03327
 PF03581	PF01366
 PF04496	PF04496
 PF03970	PF03970
 PF02282	PF02282
 PF04540	PF01677
 PF01763	PF01763
 PF05459	PF05459
 PF01677	PF01677
 PF07982	PF07982
 PF07982	PF07679
 PF01802	PF01802
 PF01802	PF03327
 PF03327	PF03327
 PF11558	PF11558
 PF18460	PF18460
 PF18460	PF03574
 PF00132	PF00132
 PF00132	PF14602
 PF00132	PF04613
 PF00132	PF00483
 PF00132	PF06426
 PF14602	PF14602
 PF14602	PF04613
 PF14602	PF12464
 PF14602	PF06426
 PF14602	PF14805
 PF15313	PF15313
 PF00349	PF00349
 PF00349	PF03727
 PF03727	PF03727
 PF03559	PF03559
 PF02455	PF02455
 PF05345	PF18424
 PF05345	PF05345
 PF05345	PF16499
 PF19275	PF01926
 PF19275	PF03946
 PF17209	PF17209
 PF18287	PF18287
 PF06050	PF06050
 PF04209	PF04209
 PF04209	PF20510
 PF20510	PF20510
 PF03129	PF03129
 PF03129	PF09180
 PF03129	PF00587
 PF03129	PF13393
 PF12745	PF12745
 PF00633	PF00633
 PF00633	PF02132
 PF00730	PF00730
 PF00730	PF14815
 PF00730	PF07934
 PF12826	PF12826
 PF12826	PF14520
 PF12836	PF17674
 PF12836	PF09371
 PF14520	PF14520
 PF14520	PF14716
 PF14520	PF00459
 PF14520	PF02811
 PF14520	PF08423
 PF14520	PF03118
 PF14520	PF07499
 PF14520	PF01330
 PF14635	PF17674
 PF14635	PF14641
 PF14635	PF14639
 PF14716	PF14716
 PF14716	PF02811
 PF17674	PF09371
 PF16852	PF00076
 PF01085	PF00041
 PF01085	PF01085
 PF01085	PF02460
 PF01085	PF07686
 PF03486	PF03486
 PF15403	PF15403
 PF15403	PF18669
 PF07927	PF15919
 PF15919	PF15919
 PF11413	PF01847
 PF08778	PF02135
 PF05015	PF05015
 PF05015	PF00164
 PF09907	PF01381
 PF05636	PF05636
 PF05636	PF16581
 PF02760	PF02760
 PF19252	PF00240
 PF07804	PF07804
 PF07804	PF01381
 PF01355	PF01355
 PF18253	PF18253
 PF07569	PF07569
 PF08797	PF08797
 PF09453	PF09453
 PF00713	PF00089
 PF01634	PF01634
 PF01634	PF08029
 PF01634	PF13393
 PF08029	PF08029
 PF00512	PF00512
 PF00512	PF00072
 PF00512	PF08970
 PF07568	PF07568
 PF07568	PF13426
 PF07730	PF07730
 PF07730	PF00072
 PF09385	PF09385
 PF18698	PF18698
 PF00815	PF00815
 PF00125	PF00125
 PF00125	PF16211
 PF00125	PF03810
 PF00125	PF03281
 PF00125	PF12619
 PF00125	PF11764
 PF00125	PF00956
 PF00125	PF18264
 PF00125	PF00855
 PF00125	PF04563
 PF00125	PF08512
 PF00125	PF10384
 PF00125	PF00856
 PF00125	PF08209
 PF00125	PF00176
 PF00125	PF04855
 PF00125	PF08243
 PF00125	PF02969
 PF00125	PF00240
 PF00125	PF07686
 PF00125	PF05764
 PF00125	PF13923
 PF00125	PF14835
 PF16211	PF16211
 PF16211	PF08512
 PF16211	PF07686
 PF00850	PF00850
 PF00850	PF01429
 PF00850	PF00249
 PF00850	PF01547
 PF02098	PF02098
 PF00977	PF00977
 PF18275	PF18275
 PF18275	PF18350
 PF00300	PF00300
 PF00300	PF00293
 PF00300	PF10419
 PF00328	PF00328
 PF01230	PF01230
 PF01230	PF16278
 PF01870	PF01870
 PF02110	PF02110
 PF02110	PF02581
 PF00010	PF00010
 PF00010	PF00412
 PF00010	PF02344
 PF00010	PF00989
 PF02794	PF02794
 PF16576	PF16576
 PF16576	PF12704
 PF16576	PF02321
 PF06109	PF06109
 PF00403	PF00403
 PF00403	PF00702
 PF00403	PF00080
 PF03201	PF03201
 PF00368	PF00368
 PF00682	PF00682
 PF00682	PF02436
 PF00682	PF01118
 PF00505	PF00505
 PF00505	PF09011
 PF00505	PF00157
 PF09011	PF09011
 PF09011	PF18521
 PF08540	PF08540
 PF08540	PF01154
 PF08540	PF00550
 PF01154	PF01154
 PF01154	PF01796
 PF01154	PF00550
 PF14064	PF14064
 PF18071	PF18254
 PF00423	PF00423
 PF00423	PF06214
 PF00423	PF00084
 PF00423	PF07686
 PF01844	PF01844
 PF01844	PF18541
 PF13391	PF13391
 PF13391	PF02182
 PF13392	PF07463
 PF13395	PF13395
 PF13395	PF18541
 PF14279	PF14279
 PF07700	PF07700
 PF07700	PF07701
 PF07701	PF07701
 PF11627	PF11627
 PF14515	PF14515
 PF12163	PF12163
 PF16678	PF16678
 PF05920	PF05920
 PF05920	PF00046
 PF00046	PF00046
 PF00046	PF00157
 PF00046	PF01547
 PF00046	PF16878
 PF00046	PF00319
 PF00046	PF00907
 PF00742	PF00742
 PF00742	PF03447
 PF05203	PF05203
 PF19047	PF19047
 PF17914	PF17914
 PF08888	PF08888
 PF02301	PF02301
 PF02301	PF05557
 PF02301	PF06581
 PF02301	PF01547
 PF02301	PF00400
 PF00103	PF00041
 PF00103	PF00103
 PF00123	PF00123
 PF00123	PF02793
 PF00159	PF00159
 PF00184	PF00184
 PF00236	PF00236
 PF00236	PF13306
 PF00236	PF07686
 PF00104	PF00041
 PF00104	PF00104
 PF00104	PF14046
 PF00104	PF01547
 PF00104	PF08832
 PF00104	PF00105
 PF18472	PF00437
 PF03241	PF03241
 PF03241	PF11794
 PF11794	PF11794
 PF03328	PF03328
 PF18524	PF02901
 PF01288	PF01288
 PF01288	PF00809
 PF07475	PF07475
 PF07475	PF02603
 PF07475	PF00381
 PF02603	PF02603
 PF01627	PF01627
 PF01627	PF00072
 PF10090	PF10090
 PF10090	PF00072
 PF02185	PF00071
 PF01628	PF01628
 PF00570	PF00271
 PF00570	PF00570
 PF00570	PF04000
 PF16815	PF16815
 PF02793	PF00123
 PF02793	PF02793
 PF02793	PF01279
 PF02793	PF04901
 PF02793	PF01547
 PF02793	PF14980
 PF02793	PF07686
 PF07201	PF07201
 PF07201	PF07720
 PF07201	PF09059
 PF07529	PF00176
 PF12456	PF12456
 PF12296	PF12296
 PF06825	PF06825
 PF07743	PF07743
 PF12161	PF12161
 PF12161	PF04313
 PF12161	PF02384
 PF04313	PF12161
 PF04313	PF04313
 PF04313	PF02384
 PF04313	PF04851
 PF04313	PF18766
 PF00447	PF00447
 PF18794	PF18795
 PF18795	PF18795
 PF00011	PF00011
 PF01430	PF01430
 PF00012	PF00012
 PF00012	PF16782
 PF00183	PF00183
 PF00183	PF00069
 PF00183	PF17802
 PF00183	PF13181
 PF12149	PF02229
 PF12149	PF08567
 PF12149	PF00382
 PF04213	PF04213
 PF11534	PF11534
 PF00126	PF00126
 PF00126	PF03466
 PF08279	PF05043
 PF08279	PF00874
 PF12324	PF12324
 PF12324	PF03243
 PF12728	PF12728
 PF12833	PF12833
 PF12833	PF13377
 PF12833	PF03118
 PF12844	PF12844
 PF12840	PF12840
 PF13412	PF13412
 PF13412	PF00480
 PF13413	PF06723
 PF13443	PF13443
 PF13463	PF13463
 PF01381	PF05015
 PF01381	PF09907
 PF01381	PF07804
 PF01381	PF01381
 PF01381	PF08523
 PF01381	PF00717
 PF01381	PF18768
 PF01381	PF04545
 PF01381	PF08671
 PF13556	PF13556
 PF13560	PF13560
 PF13560	PF17765
 PF13744	PF13744
 PF13936	PF13936
 PF13936	PF01978
 PF09904	PF09904
 PF14641	PF00575
 PF14947	PF14947
 PF17906	PF17906
 PF01022	PF01022
 PF18576	PF14540
 PF18622	PF18622
 PF18662	PF18662
 PF01418	PF01418
 PF01418	PF01380
 PF20470	PF00271
 PF02796	PF02796
 PF02796	PF00239
 PF02954	PF02954
 PF08221	PF11705
 PF08221	PF04997
 PF08221	PF05645
 PF13404	PF13404
 PF08222	PF08222
 PF13545	PF00027
 PF13545	PF13545
 PF13545	PF03118
 PF09339	PF09339
 PF09339	PF01614
 PF08280	PF05043
 PF19187	PF13280
 PF17762	PF17762
 PF17762	PF02195
 PF18580	PF07738
 PF13022	PF13022
 PF02316	PF09039
 PF02316	PF09299
 PF17909	PF17909
 PF04204	PF04204
 PF14848	PF14848
 PF08729	PF00125
 PF01455	PF01455
 PF01455	PF01924
 PF04809	PF04809
 PF04005	PF02144
 PF04005	PF04139
 PF05962	PF05962
 PF09021	PF09021
 PF11160	PF11160
 PF07754	PF00318
 PF07754	PF03719
 PF07754	PF00410
 PF09749	PF09749
 PF17086	PF03122
 PF17086	PF06070
 PF07536	PF07536
 PF01638	PF01638
 PF07449	PF07449
 PF07212	PF07212
 PF09790	PF13181
 PF09790	PF19440
 PF01750	PF01750
 PF01968	PF01968
 PF01968	PF02538
 PF02538	PF02538
 PF19278	PF01968
 PF19278	PF02538
 PF19278	PF19278
 PF19278	PF05378
 PF05378	PF01968
 PF05378	PF02538
 PF18128	PF18128
 PF18128	PF18133
 PF18133	PF01926
 PF00702	PF00702
 PF00702	PF03814
 PF00702	PF02669
 PF00702	PF01210
 PF00702	PF16878
 PF07486	PF07486
 PF08282	PF08282
 PF08282	PF05116
 PF12146	PF12146
 PF12146	PF00326
 PF13344	PF13344
 PF13344	PF13242
 PF13242	PF13242
 PF06766	PF06766
 PF01155	PF01155
 PF01155	PF00374
 PF01155	PF10609
 PF01924	PF01924
 PF17788	PF17788
 PF17788	PF01300
 PF17788	PF07503
 PF09458	PF09458
 PF03030	PF03030
 PF18372	PF08441
 PF18372	PF17205
 PF07679	PF00041
 PF07679	PF07679
 PF07679	PF00047
 PF07679	PF13895
 PF07679	PF13927
 PF07679	PF18452
 PF07679	PF13306
 PF07679	PF13855
 PF07679	PF00243
 PF07679	PF00069
 PF07679	PF17136
 PF07679	PF00831
 PF07679	PF01547
 PF07679	PF09470
 PF07679	PF00090
 PF07679	PF07686
 PF06776	PF06776
 PF04568	PF04568
 PF01749	PF03810
 PF10416	PF10416
 PF03810	PF18773
 PF03810	PF18617
 PF03810	PF00071
 PF03810	PF00179
 PF03810	PF08389
 PF11422	PF11422
 PF01485	PF01485
 PF01485	PF00240
 PF01485	PF00179
 PF01485	PF07686
 PF01485	PF17976
 PF01485	PF17978
 PF03921	PF03921
 PF03921	PF00073
 PF03921	PF00092
 PF10480	PF10480
 PF10480	PF16705
 PF11999	PF11999
 PF00463	PF00463
 PF01614	PF01614
 PF06761	PF06761
 PF06744	PF06744
 PF06744	PF12790
 PF06744	PF07686
 PF04140	PF00041
 PF08858	PF08864
 PF03971	PF03971
 PF01231	PF01231
 PF11987	PF01176
 PF11987	PF11987
 PF11987	PF00164
 PF01008	PF01008
 PF01008	PF00483
 PF01008	PF00575
 PF00707	PF01176
 PF05198	PF00411
 PF01652	PF05456
 PF01652	PF12152
 PF01652	PF01652
 PF01652	PF07686
 PF00714	PF00714
 PF00714	PF07140
 PF00714	PF09294
 PF00714	PF01108
 PF07140	PF07140
 PF07140	PF09294
 PF07140	PF01108
 PF16718	PF16718
 PF16718	PF07461
 PF00047	PF07679
 PF00047	PF00047
 PF00047	PF13895
 PF00047	PF13927
 PF00047	PF15097
 PF00047	PF01437
 PF00047	PF02009
 PF00047	PF07686
 PF00219	PF00049
 PF00219	PF07648
 PF00219	PF00086
 PF01378	PF01378
 PF01378	PF07686
 PF11550	PF11550
 PF00475	PF00475
 PF00218	PF00218
 PF00218	PF00697
 PF13895	PF00047
 PF13895	PF13895
 PF13895	PF13927
 PF13895	PF18452
 PF13895	PF00143
 PF13895	PF00054
 PF13895	PF00354
 PF13895	PF01437
 PF13895	PF02009
 PF13895	PF16845
 PF13895	PF01023
 PF13895	PF07686
 PF13927	PF00041
 PF13927	PF07679
 PF13927	PF00047
 PF13927	PF13927
 PF13927	PF18452
 PF13927	PF00054
 PF13927	PF13855
 PF13927	PF00341
 PF13927	PF18515
 PF13927	PF01023
 PF13927	PF00020
 PF13927	PF07686
 PF16680	PF16681
 PF16680	PF07686
 PF16681	PF07686
 PF18452	PF00047
 PF18452	PF18452
 PF15097	PF00047
 PF15097	PF15097
 PF15097	PF07686
 PF17753	PF17786
 PF05049	PF05049
 PF05049	PF14531
 PF18397	PF18397
 PF18397	PF00069
 PF04762	PF04055
 PF12179	PF11577
 PF00340	PF07679
 PF00340	PF00047
 PF00340	PF13895
 PF00340	PF13927
 PF00340	PF18452
 PF00340	PF00340
 PF00340	PF05566
 PF00340	PF01023
 PF00340	PF07686
 PF00726	PF00726
 PF00726	PF09294
 PF00726	PF01108
 PF00726	PF07686
 PF03039	PF10420
 PF10420	PF00041
 PF10420	PF10420
 PF10420	PF16649
 PF10420	PF07686
 PF03487	PF18001
 PF03487	PF09238
 PF03487	PF09240
 PF03487	PF07686
 PF18001	PF09240
 PF02372	PF02372
 PF02372	PF18707
 PF02372	PF09238
 PF02372	PF09240
 PF02372	PF00084
 PF02372	PF07686
 PF06083	PF06083
 PF06083	PF16556
 PF06083	PF16578
 PF06083	PF15037
 PF06083	PF07686
 PF16556	PF16556
 PF16556	PF16578
 PF15037	PF07686
 PF00715	PF00041
 PF00715	PF00715
 PF00715	PF18707
 PF00715	PF09240
 PF00715	PF00084
 PF00715	PF07686
 PF14565	PF14565
 PF14565	PF09294
 PF14565	PF01108
 PF16649	PF00041
 PF16649	PF16649
 PF16649	PF07686
 PF15177	PF15177
 PF15177	PF09294
 PF15177	PF01108
 PF18707	PF18707
 PF02059	PF02059
 PF02059	PF18611
 PF02059	PF09240
 PF15095	PF13895
 PF15036	PF00047
 PF15036	PF15036
